South Asia,Median,129.6769301,125.9854556,122.4049841,118.9063155,115.3889691,111.8143132,108.1732788,104.486804,100.760811,97.05171768,93.38139233,89.78337828,86.31111994,82.97820329,79.89798451,76.66638955,73.63242907,70.65356412,67.70324157,64.79424382,61.93251799,59.13731525,56.41140802,53.77265328,51.22336719,48.79084801,46.44818832,44.21896869,42.1295601,40.20265558
South Asia,Upper,133.0943983,129.2649862,125.5713121,121.9945744,118.4038259,114.7931924,111.1145661,107.3678393,103.6191318,99.82337133,96.08748771,92.48826052,88.99481634,85.63407919,82.60683935,79.31299549,76.24999636,73.23430153,70.19374314,67.18313309,64.19202007,61.29223544,58.48980796,55.80623269,53.31916729,50.97607673,48.85498808,46.84453868,44.99904102,43.43057843
East Asia and Pacific,Lower,54.01346201,53.11688274,51.98440755,50.59892538,49.02744038,47.30295777,45.59430051,43.87117363,42.0850414,40.17556994,38.1721881,36.09715269,33.993248,31.9184409,30.85853694,28.11662101,26.43234337,24.92028268,24.22598221,22.29646043,21.13256819,20.02241026,18.9756102,17.99702752,17.08327474,16.22504733,15.4218178,14.66528603,13.92976088,13.24450547
East Asia and Pacific,Median,56.73348429,55.55659722,54.15587485,52.54545651,50.81164526,49.03523484,47.23477345,45.396559,43.50466673,41.5416993,39.44590168,37.28483322,35.09495451,32.95913772,31.87159911,29.06418994,27.35092135,25.79366316,25.07374978,23.07293738,21.86023261,20.74145948,19.69471359,18.72784475,17.83364571,17.01247349,16.24662755,15.5286821,14.86939237,14.26755906
East Asia and Pacific,Upper,59.95218709,58.37742868,56.5886841,54.65775103,52.75224494,50.86197971,48.94545801,47.05649269,45.1161184,43.08542336,40.89926488,38.62361927,36.31518271,34.09647415,32.96624382,30.06993326,28.28938447,26.68043522,25.95946308,23.89414226,22.66974755,21.55432617,20.50848518,19.56517946,18.72184193,17.94297848,17.2646278,16.65827249,16.15542699,15.75628011
Latin America and Caribbean,Lower,53.06885747,50.83128441,48.55231282,46.27888452,44.03046367,41.83248236,39.70249398,37.67414222,36.14748209,34.1929152,32.2334218,30.65440452,29.1828316,27.81804649,26.54276955,25.36723804,24.29092056,23.30892956,22.41243882,21.58826612,24.0697202,20.08720933,19.41466997,18.77194395,18.1652465,17.60484391,17.52613576,16.59970818,15.98267074,15.3677866
Latin America and Caribbean,Median,54.59673568,52.2525734,49.91175373,47.5595658,45.23752219,42.9703089,40.78191659,38.70206522,37.13081471,35.11347639,33.10444546,31.47375706,29.94662148,28.52614411,27.2044697,25.98122732,24.85811719,23.83466549,22.89698626,22.04353376,24.74844965,20.51384919,19.84793819,19.2205551,18.63427916,18.11264544,18.12294747,17.27591643,16.74971,16.25218842
Latin America and Caribbean,Upper,56.26430966,53.84494438,51.41183416,48.98989423,46.59590171,44.2469904,41.98787448,39.8282672,38.19847352,36.1251599,34.05816435,32.37975095,30.81424611,29.33608182,27.96680284,26.68951553,25.51752504,24.45822822,23.4870309,22.61271121,25.6114455,21.08308364,20.44635859,19.86427649,19.3232142,18.87158921,18.99350403,18.26551854,17.90576751,17.57657788
North America,Lower,10.78274658,10.44033426,10.093274,9.740418356,9.405803116,9.100603689,8.830225171,8.607454028,8.422668209,8.27025207,8.142321614,8.03480994,7.948442655,7.864959672,7.785346796,7.697097571,7.594667925,7.479645733,7.35006723,7.214226804,7.07775573,6.946996294,6.828958312,6.724963081,6.639916885,6.557750756,6.464881028,6.347659113,6.196652247,5.963560777
North America,Median,10.96188238,10.6126176,10.24982191,9.891383829,9.552262647,9.244484391,8.975715611,8.748039776,8.559931059,8.403559414,8.27225174,8.164088814,8.071601136,7.987539477,7.905184511,7.814758582,7.712290731,7.595798734,7.465463878,7.325953999,7.18712841,7.056008238,6.938752694,6.835397349,6.74500612,6.664523523,6.591793627,6.519803328,6.433920197,6.32826677
North America,Upper,11.15243356,10.79326258,10.41381691,10.04646532,9.699652724,9.38795495,9.117014253,8.888460881,8.697040782,8.534198815,8.399846633,8.291992393,8.196650198,8.114774242,8.032173794,7.944954387,7.843604452,7.720637096,7.583812652,7.43899998,7.297754818,7.166291456,7.047515313,6.942041045,6.851246048,6.775391036,6.726468973,6.699341987,6.688746866,6.714104108
Europe and Central Asia,Lower,29.94069485,29.32223935,28.83522986,28.29603648,27.57441534,26.68571765,25.64600527,24.48492273,23.25846164,21.9772603,20.70724246,19.45424888,18.24914371,17.10932382,16.04348755,15.06590982,14.18904306,13.40481948,12.71951366,12.12660566,11.59488098,11.12227002,10.68718694,10.25369287,9.804967029,9.338023149,8.872798324,8.427033589,8.01529732,7.641690082
Europe and Central Asia,Median,30.71359386,30.08386386,29.5957879,29.04154663,28.31117381,27.41987419,26.36553186,25.18798325,23.93856473,22.64872647,21.35785912,20.09371001,18.87486554,17.72575633,16.65415704,15.66603876,14.76595614,13.95978645,13.2393355,12.60146925,12.02893769,11.52096265,11.04707055,10.58331402,10.11387362,9.650518634,9.205041694,8.790072502,8.4117574,8.066817935
Europe and Central Asia,Upper,31.61343931,30.96118798,30.48161285,29.92293012,29.17055009,28.28100434,27.20253381,26.02244747,24.74669391,23.431704,22.13351649,20.85682859,19.63601351,18.47865095,17.3903723,16.38976695,15.46477816,14.61690278,13.85346397,13.16532562,12.5494496,11.98370293,11.47452994,10.97167779,10.48829311,10.04091347,9.636479042,9.299124049,8.999897911,8.739624512
Eastern Europe and Central Asia,Lower,44.90264814,44.56226062,44.53120038,44.42487662,43.96586526,43.11234666,41.8659267,40.27142285,38.40345018,36.32822088,34.1733779,31.98812298,29.85524611,27.81104967,25.88201387,24.11230473,22.48711038,21.02958469,19.75102311,18.64697283,17.65924071,16.78056404,15.97724603,15.18911246,14.38390234,13.5669044,12.762025,12.00447875,11.31987308,10.71184643
Eastern Europe and Central Asia,Median,46.27162487,45.93005851,45.90784117,45.79678048,45.33704118,44.49540976,43.22993961,41.60156555,39.70711771,37.61646073,35.43070506,33.22795987,31.06439141,29.00166532,27.06146685,25.25537762,23.58939912,22.08206527,20.72956533,19.53283477,18.46040302,17.51065451,16.63182515,15.78453953,14.94179993,14.12521396,13.35686964,12.65543848,12.0300338,11.47686097
Eastern Europe and Central Asia,Upper,47.86388457,47.5055771,47.51155028,47.4086913,46.94329101,46.11055269,44.8170187,43.18311997,41.2540319,39.12773658,36.91839213,34.69731638,32.5307844,30.45731086,28.48388902,26.64238369,24.92453437,23.33011021,21.88123491,20.58334399,19.4175653,18.3587294,17.40959325,16.4863558,15.61290356,14.82374168,14.12802707,13.56515962,13.08663243,12.68310083
Western Europe,Lower,10.43470937,9.970567038,9.475001289,8.958437863,8.434331569,7.927062836,7.459961737,7.044768798,6.696634168,6.409814876,6.164124095,5.943174089,5.735690823,5.539313635,5.352352284,5.178175263,5.017519674,4.8652663,4.716401287,4.568745405,4.430516142,4.307153585,4.200155708,4.108494244,4.031948438,3.970750816,3.920804104,3.873385425,3.818349075,3.750035492
Western Europe,Median,10.50011217,10.03224669,9.536246023,9.014289572,8.488298611,7.981945086,7.509573517,7.090484802,6.739103355,6.449328965,6.200855291,5.9781585,5.770608567,5.572749946,5.385678055,5.210601186,5.049080321,4.896350593,4.746071307,4.59810885,4.458895599,4.335067546,4.227470057,4.135538286,4.059092048,3.997771542,3.947369334,3.904611413,3.863916563,3.817493128
Western Europe,Upper,10.56918748,10.09849474,9.599189934,9.073809121,8.543263098,8.037899163,7.559071009,7.136517915,6.781730171,6.490129377,6.241267851,6.017951417,5.809194886,5.609846032,5.42035029,5.244339314,5.081447147,4.928312484,4.777221215,4.628997312,4.489214134,4.36445781,4.256454847,4.163555086,4.087259101,4.025556279,3.97692146,3.938718761,3.913529023,3.896083813
World,Lower,91.69104776,90.4933165,89.33306163,88.13179795,86.99234107,85.40496639,83.55201064,81.67414203,79.65435101,77.28142093,74.78588007,72.17749603,69.51534826,66.84556124,64.46586413,61.64328852,59.17769014,56.74731846,54.55598937,52.1289483,50.27134759,48.01559455,46.18227118,44.46095975,42.8780354,41.39798055,40.00459142,38.63961464,37.32737935,36.0743068
World,Median,92.97973757,91.71991354,90.5152863,89.28214205,88.11743026,86.4837718,84.60423457,82.71223137,80.66807113,78.28593586,75.76565355,73.15246634,70.46060349,67.77183091,65.38427358,62.55941073,60.08492554,57.66744335,55.48758182,53.07194953,51.239497,49.01325776,47.20992768,45.54272793,44.03033947,42.63279395,41.30269623,40.01488496,38.81085761,37.69011375
World,Upper,94.50313304,93.15164585,91.86557951,90.59450547,89.39557078,87.75536189,85.85241722,83.9433747,81.87279411,79.47204098,76.93386708,74.29538435,71.58277966,68.8931884,66.50204726,63.65941711,61.18859619,58.79339416,56.64179092,54.25176393,52.45932078,50.27814271,48.57727907,47.03547419,45.68036248,44.49193447,43.41706472,42.39446752,41.49404383,40.75141321
Europe,Lower,15.20808061,14.65425664,14.19286732,13.71764471,13.18941259,12.66041398,12.14209597,11.64786168,11.1660806,10.70219212,10.25344505,9.819413453,9.392985053,8.964681141,8.543963908,8.132385243,7.742692925,7.388844228,7.080725223,6.826277275,6.610572166,6.43136597,6.260183304,6.067581748,5.841389432,5.595502496,5.350435186,5.113266151,4.886657293,4.664604564
Europe,Median,15.38695806,14.82749243,14.3651772,13.88716116,13.35627627,12.82529679,12.2976076,11.79631131,11.30802548,10.83240364,10.37317072,9.928604679,9.490741363,9.053607308,8.619858622,8.199020982,7.802989437,7.445725794,7.137599014,6.879497992,6.66471108,6.483642651,6.312538548,6.1189158,5.890323675,5.644330717,5.396115562,5.157899164,4.936673768,4.73235057
Europe,Upper,15.61986639,15.05520023,14.59180888,14.1146987,13.57871478,13.0464882,12.51139494,11.99717816,11.49285757,10.99666501,10.52029477,10.05610249,9.601031274,9.151038214,8.701991627,8.273049243,7.869963197,7.506816414,7.196452211,6.937821771,6.723723104,6.541366292,6.368038528,6.175238452,5.943243438,5.695459215,5.445960298,5.208156857,4.994248337,4.810919741
